url,title,release_date,director,producer,starring,language,imdb_link,tmdb_link
https://oldnothi.bfa.gov.bd/film-details/1300,Ma Jokhon Bicharok,21 August 1998,Sohanur Rahman Sohan,Bondan Banichitra	Sohanur Rahman Sohan,"Shabana, Alamgir, Bapparaz, Shakil Khan, Popy",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1299,Bipod Shanket,21 August 1998,Komol Sarkar,Songlap Chitro,"Rubel, Champa, Bapparaz, Sandhya",Bengali,https://imdb.com/title/tt4059646,
https://oldnothi.bfa.gov.bd/film-details/1301,Jollad,28 August 1998,G. Sarkar,Kisan movies,"Moonmoon, Munna, Rajib",Bengali,https://imdb.com/title/tt7070776,
https://oldnothi.bfa.gov.bd/film-details/1302,Andha Ayin,04 September 1998,S.M. Babul,Popy Film International,"Rubel, Manna, Shahnaz, Dildar",Bengali,https://imdb.com/title/tt6710474,
https://oldnothi.bfa.gov.bd/film-details/1303,Desh Dorodi,04 September 1998,Sharifuddin Khan Dipu,Pinky Enterprise,"Manna, Rituparna Sungupta, Sandha, Mehedi",Bengali,https://imdb.com/title/tt22852516,
https://oldnothi.bfa.gov.bd/film-details/1305,Dui Rongbaj,18 September 1998,Iltutmish,R.P. Productions,"Shabana, Jasim, Iliyas Kanchan, Anju Ghosh",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1306,Sagarika,25 September 1998,Badol Khondokar,Hasak Productions,"Amin Khan, Helal Khan, Rituparna Sungupta",Bengali,https://imdb.com/title/tt7162502,
https://oldnothi.bfa.gov.bd/film-details/1304,Rongin Noyon Moni,11 September 1998,Motir Rahman,Alamgir Pictures,"Shabnur, Omar Sunny, Kabari, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1307,Milon Malar Prem,25 September 1998,Feroz Al Mamun,Star Movies,"Popy, Shakil Khan, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1308,Manush Keno Omanush,02 October 1998,Raihan Movies,Hasnabad Kathachitra,"Shabnur, Shakil Khan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1309,Meyer Odikar,09 October 1998,Subhash Dotto,J.J. Films,"Iliyas Kanchan, Diti, Amin Khan, Nishi",Bengali,https://imdb.com/title/tt7159082,
https://oldnothi.bfa.gov.bd/film-details/1310,Shopner Raja,09 October 1998,Awlad Hossain,Pickook Film,"Tanjid, Atithi, Tareq Alam, Misha Sawdagor",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1311,Raja Bangladeshi,16 October 1998,Delwar Jahan Jhantu,Prime Film,"Manna, Mousumi",Bengali,https://imdb.com/title/tt30608406,
https://oldnothi.bfa.gov.bd/film-details/1312,Onek Diner Asha,16 October 1998,Selim Azam,Rongtuli Kathachitra,"Amit Hasan, Popy, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1315,Ranga Bou,30 October 1998,Mohammad Hossain,Sony Kathachitra,"Amin Khan, Rituparna Sungupta, Humayun Faridi",Bengali,https://imdb.com/title/tt0129387,
https://oldnothi.bfa.gov.bd/film-details/1313,Goriber Bichar Nai,23 October 1998,Tozammel Haque Bakul,Rajesh Film,"Rubel, Kobita, Alisha, Mehedi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1316,Mudhu Purnima,30 October 1998,M.A. Khan Sobuj,Kalam Kathachitra,"Purnima, Ferdous",Bengali,https://imdb.com/title/tt12747596,
https://oldnothi.bfa.gov.bd/film-details/1317,Moner Moto Mon,06 November 1998,Montazur Rahman Akbar,R. M.B&D Productions,"Amin Khan, Mohini",Bengali,https://imdb.com/title/tt2632490,
https://oldnothi.bfa.gov.bd/film-details/1314,Poradin,23 October 1998,Gazi Mazharul Anwar,Desh Kathachitra,"Sohel Rana, Shabana, Rubel Jasim, Mousumi",Bengali,https://imdb.com/title/tt0039694,
https://oldnothi.bfa.gov.bd/film-details/1318,Bodla Nebo,13 November 1998,B.H. Nishan,Parzoar Film,"Iliyas Kanchan, Mousumi, Moonmoon",Bengali,https://imdb.com/title/tt0039215,
https://oldnothi.bfa.gov.bd/film-details/1319,Shabash Bangali,13 November 1998,P.A. Kajal,Uttam ChitroKotha,"Omar Sunny, Prema Singh",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1320,Rokter Odhikar,20 November 1998,Sheikh Jamal,Saaj Film,"Iliyas Kanchan, Mousumi, Moonmoon",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1321,Shukher Ashai,20 November 1998,Matin Rahman,SathiFilms,"Rubels, Mousumi",Bengali,https://imdb.com/title/tt2708302,
https://oldnothi.bfa.gov.bd/film-details/1322,Nesha,27 November 1998,aidur Rahman Saeed,Bangladesh Film International	S,"Rubel, Onuj",Bengali,https://imdb.com/title/tt2948372,
https://oldnothi.bfa.gov.bd/film-details/1323,Shingho Purush,27 November 1998,Sheikh Nazrul,Sapna Film International,"Srilekha, Danny Sidak, Shahin Alam, Urmi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1324,Gariber Samman,04 December 1998,Gazi Jahangir,J. S. Movies,"Rubel, Eka, Shahir Alam, Mitu, Humayun Faridi",Bengali,https://imdb.com/title/tt7141880,
https://oldnothi.bfa.gov.bd/film-details/1326,Etim Raja,11 December 1998,Nadeem Mahmood,T.N. Productions,"Manna, Kobita, Nishi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1325,Amar Ontore Tumi,04 December 1998,S.M. Sarkar,Shokti Film,"Shabnur, Shakil Khan",Bengali,https://imdb.com/title/tt7907954,
https://oldnothi.bfa.gov.bd/film-details/1327,Bhai Keno Ashami,03 December 1999,Syed Samsul Alam,J. R. Production,"Iliyas Kanchan, Diti, Shakib Khan, Sonia",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1328,Babar Baba,05 November 1999,Salauddin,Salauddin Production,"Iliyas Kanchan, Kobita, Mithun",Bengali,https://imdb.com/title/tt0166090,https://www.themoviedb.org/movie/18068
https://oldnothi.bfa.gov.bd/film-details/1329,Ajker Dapot,12 November 1999,AJ Rana,R. C. S. Production,"Shakib Khan, Eka, Alekjendar Bo, Purnima, Dipzal",Bengali,https://imdb.com/title/tt29431425,
https://oldnothi.bfa.gov.bd/film-details/1331,Meyerao Mastan,19 November 1999,Swapan Chowdhury,Mahua Movies,"Moonmoon, Sonia, Alekjendar Bo, Nishi, Dipzol",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1330,Ragi,12 November 1999,Gazi Mazharul Anwar,Desh ChitroKotha,"Razzak, Babita, Rubel, Popy, A T M",Bengali,,https://www.themoviedb.org/movie/205732
https://oldnothi.bfa.gov.bd/film-details/1332,Parle Thekao,26 November 1999,Jabut Reza,Dui Bondu movies,"Manna, Kabita, Bapparaj, Antora",Bengali,https://imdb.com/title/tt0071562,
https://oldnothi.bfa.gov.bd/film-details/1333,Goribrao Manush,19 November 1999,Iftekhar Jahan,Bashundhara Film,"Omar Sunny, Bapparaj, Mitu",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1335,Bagher Thaba,03 December 1999,Masud Parvez,R N Films,"Rubel, Champa , Mousumi, Munmun, Humayun Faridi",Bengali,https://imdb.com/title/tt29482805,
https://oldnothi.bfa.gov.bd/film-details/1334,Songrami Prem,26 November 1999,Nadeem Mahmood,A.R  International,"Alekjendar Bo, Sagar, Kobita",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1337,Ziddi,19 January 1999,Monowar Khokon,N.R Movies,"Shabana, Jasim, Amit Hasan",Bengali,https://imdb.com/title/tt31924979,
https://oldnothi.bfa.gov.bd/film-details/1336,Ke Amar Baba,19 January 1999,Montazur Rahman Akbar,Jobeda Film,"Manna, Popy, Amir Khan, Shilpi, Rajib, Humayun Faridi, Dildar",Bengali,https://imdb.com/title/tt3110342,
https://oldnothi.bfa.gov.bd/film-details/1338,Mostafa Bhai,19 January 1999,Ispahani Arif Jahan,Shisti Movie,"Mousumi, Manna, Shahnaz, Sadek Bachchu",,https://imdb.com/title/tt25049972,
https://oldnothi.bfa.gov.bd/film-details/1339,Biyer Phool,19 January 1999,Matin Rahman,Ananda Mela Cinema,"Riya, Shabnur, Shakil Khan, Kabori, Amol Bose, Prabir Mitra, Ahmed Sharif, Misha Shawdager",,,
https://oldnothi.bfa.gov.bd/film-details/1340,Paharadar,19 January 1999,Shibli Sadik,Rongtuli Kathachitra,"Shakil Khan, Popy, Aliraj, Humayun Faridi",Bengali,https://imdb.com/title/tt0430105,
https://oldnothi.bfa.gov.bd/film-details/1341,Pardeshi Babu,05 February 1999,Ehtesham,Ehtesham Enterprise,"Saadi Yasmin, Munna, Rochona Benarjee, Ferdous Ahmed,",Bengali,https://imdb.com/title/tt1454145,
https://oldnothi.bfa.gov.bd/film-details/1342,Ami Nirdosh,05 February 1999,Debashish Sarker,Sundarbans Films,"Jasim, Nutan, Sadek Bachchu",Bengali,https://imdb.com/title/tt1579539,
https://oldnothi.bfa.gov.bd/film-details/1345,Hothat Brishti,05 February 1999,Basu Chaterjee,Ashirbad Movie,"Ferdous Ahmed, Asad, Priyanka, Srilekha Mitra",Bengali,https://imdb.com/title/tt4744132,
https://oldnothi.bfa.gov.bd/film-details/1343,Ekti Shongsharer Golpo,12 February 1999,Monwar Khokon,Sun Flower Movies,"Shabana, Alamgir, Bapparaj, Shabnaz",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1344,Ami Tomari,12 February 1999,Matin Rahman,Lina Films,"Riaz, Shabnur",Bengali,https://imdb.com/title/tt6562974,
https://oldnothi.bfa.gov.bd/film-details/1346,Rajar Bhai Badsha,26 February 1999,Siddik Jamal Nantu,Nantu Movies,"Iliyas Kanchan, Rubel, Mousumi, Sonali",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1347,Ravi Mastan,26 February 1999,Shahadat Hossain Liton,Joypara Movie,"Rubel, Popy, Amir Khan, Shanu",Bengali,https://imdb.com/title/tt0035230,
https://oldnothi.bfa.gov.bd/film-details/1348,Kungfu hero,05 March 1999,Ustad Jahangir Alam,J.F.G Productions,"Rubel, Raka, Mizu Ahmed, Jahangir Alam",Bengali,https://imdb.com/title/tt1534449,
https://oldnothi.bfa.gov.bd/film-details/1351,Mrittu Koto Voyonkor,12 March 1999,Aziz Ahmed Babul,Monoronjon movies,"Kanchan, Amit Hasan, Champa, Ahmed Sharif",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1350,Seyana Pagol,05 March 1999,A.J. Rana,Chitro Raj,"Rubel, Aliraj, Purnima, Romana",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1349,Vulona Amay,05 March 1999,Wakil Ahmed,Solden Movies,"Shabnur, Amit Hasan, Bapparaj",Bengali,https://imdb.com/title/tt1601453,
https://oldnothi.bfa.gov.bd/film-details/1353,Shopner Purush,29 March 1999,Monwar Khokon,S.S Productions Ltd.,"Shabnur, Riaz, Rajib, Sadek Bachchu",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1354,Valobashi Tomake,29 March 1999,Mohammed Hannan,Mash Media Ltd.,"Shabnur, Riaz, Sandha, Mahfuz, Babita, Rajib",Bengali,https://imdb.com/title/tt26472149,
https://oldnothi.bfa.gov.bd/film-details/1352,HaramKhor,12 March 1999,MA Malek,Beauty Film International,"Rubel, Shahnaz, Amit Hasan, Diti",Bengali,https://imdb.com/title/tt29407779,
https://oldnothi.bfa.gov.bd/film-details/1355,Rani Keno Dakat,29 March 1999,Badsha Bhai,Porbhot Picture,"Moonmoon, Amit Hasan, Mayuri, Shahin Alam",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1357,Obuj Moner Valobasha,29 March 1999,Shofi Vikrampuri,Jamuna Film Corporation,"Popy, Shakil Khan, Alamgir",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1356,Bhanda baba,29 March 1999,Uttam Akash,Godhuli Film,"Manna, Mousumi, Mehedi, Mau, Humayun Faridi",Bengali,https://imdb.com/title/tt0094137,
https://oldnothi.bfa.gov.bd/film-details/1358,Gono Dholai,29 March 1999,Nadeem Mahmood,SathiFilms,"Manna, Shabnaz, Rajib, Dildar",,https://imdb.com/title/tt4695012,
https://oldnothi.bfa.gov.bd/film-details/1359,Goriber Raja Robinhood,29 March 1999,Dolayar Jahan Jhantu,S.D Productions,"Danny Sijak, Shataki Roy, Mitu, Shahin Alam",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1361,Gorib Keno Kade,16 April 1999,Nadeem Mahmood,777 FilmProduction,"Manna, Shahnaz, Amit Hasan, Nishi, Dildar",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1360,Ali keno Golam,16 April 1999,Jibon Rahman,Himel Film International,"Amit Hasan, Shahnaz, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1362,Praner Priyotoma,30 April 1999,Shawkat Jamil,Bichitra movies,"Shakil Khan, Popy, Razzak, Babita, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1363,Buk Vora Valobasha,30 April 1999,Chhatku Ahmed,M.S Movies,"Bapparaj, Shabnur, Riaz",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1364,Madam Fuly,30 April 1999,Shahidul Islam Khokon,J. K Movies,"MAlekjandar Bo, Simla, Humayun Faridi, Babita",Bengali,https://imdb.com/title/tt5360296,https://www.themoviedb.org/movie/1002050
https://oldnothi.bfa.gov.bd/film-details/1366,Jononeta,07 May 1999,Enayet Karim,Sajni Film International,"Rubel, Mayuri, Moon, Jhumka, Mehedi, Rajib, Iliyas Kanchan, Moonmoon",Bengali,https://imdb.com/title/tt0373960,
https://oldnothi.bfa.gov.bd/film-details/1368,Raja keno Sontrashi,14 May 1999,Nur Mohammad Moni,Bihango Movie,"Amit Hasan, Shahraj, Rani",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1365,Param Kokila,30 April 1999,Awlad Hossain,Golden Film International,"Mehdi, Sonia, Nishi",Bengali,https://imdb.com/title/tt12969340,
https://oldnothi.bfa.gov.bd/film-details/1367,Spordha,07 May 1999,Mostafizur Rahman Babu,Shuvo International,"Iliyas Kanchan, Moonmoon",Bengali,https://imdb.com/title/tt0140439,
https://oldnothi.bfa.gov.bd/film-details/1369,Mogher Mulluk,21 May 1999,Montazur Rahman Akbar,S.M Film International,"Mousumi, Shakil Khan, Mayuri, Aamir Khan, Dipzol",Bengali,https://imdb.com/title/tt4912940,
https://oldnothi.bfa.gov.bd/film-details/1371,Pagol Ghonta,28 May 1999,Shahidul Islam Khokon,SonamoniFilms,"Rubel, Shimla, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1370,Anonto Valobasa,28 May 1999,Soharur Rahman Sohan,M.P Production,"Erin, Shakib Khan, Rajib, Rinakhan",Bengali,https://imdb.com/title/tt5916224,
https://oldnothi.bfa.gov.bd/film-details/1372,hun O Bhalobasha,04 June 1999,N.M Najat,N.H Productions,"K	Nadeem Haider, Kajal, Jamuna",Bengali,https://imdb.com/title/tt3073256,
https://oldnothi.bfa.gov.bd/film-details/1376,Khobor Ache,11 June 1999,Raihan Mujib and Aziz Ahmed Babul,Rosa Kathachitra,"Manna, Mousumi, Dipzol, Masud Sheikh",Bengali,https://imdb.com/title/tt7994188,
https://oldnothi.bfa.gov.bd/film-details/1374,Galay Galay Pirit,11 June 1999,Tozammel Haque Bakul,Baul Films Ltd.,"Mehedi, Antoro, A T M Shamsuzzaman",Bengali,https://imdb.com/title/tt24657516,
https://oldnothi.bfa.gov.bd/film-details/1373,Noyoner Kajol,06 April 1999,M.A Razzak,J. A. Film,"Aussief Iqbal, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1375,Dusmon Duniya,11 June 1999,Shafiqul Islam,Bondan Banichitro,"Manna, Mousumi, Amit Hasan, Shahnaz",Bengali,https://imdb.com/title/tt0116153,
https://oldnothi.bfa.gov.bd/film-details/1377,Lat Shaheb,18 June 1999,Hafiz Uddin,Maloncho Kathachitra,"Shabana, Jashim, Sohal Rana",Bengali,https://imdb.com/title/tt1473067,
https://oldnothi.bfa.gov.bd/film-details/1379,Ammajaan,25 June 1999,Kazi Hayat,Omi Bonnie Kathachitra,"Manna, Mousumi, Shabnam, Amin Khan",Bengali,https://imdb.com/title/tt5378096,
https://oldnothi.bfa.gov.bd/film-details/1378,Bahram Badsha,18 June 1999,M.A Kashem,Shyamoli Kathachitra,"Iliyas Kanchan, Diti",Bengali,https://imdb.com/title/tt6186902,
https://oldnothi.bfa.gov.bd/film-details/1380,Manush Manusher Jonno,25 June 1999,Maruf Hossain Milon,ShisherFilm,"Shakil Khan, Popy",Bengali,https://imdb.com/title/tt12753370,
https://oldnothi.bfa.gov.bd/film-details/1383,unna Mastan,09 July 1999,Selim Alam,Joy movie,"M	Iliyas Kanchan, Diti, Moonmoon, Humayun Faridi",Bengali,https://imdb.com/title/tt0118957,
https://oldnothi.bfa.gov.bd/film-details/1381,Hridoye Lekha Nam,02 July 1999,Sheikh Didarul Hossain,D.M Film,"Riaz, Tamanna",Bengali,https://imdb.com/title/tt14229890,
https://oldnothi.bfa.gov.bd/film-details/1382,Jobabdihe,02 July 1999,Tamizuddin Rizvi,S.P Films,"Ferdous, Monica Bedi",Bengali,https://imdb.com/title/tt7154318,
https://oldnothi.bfa.gov.bd/film-details/1384,Vondo Premik,16 July 1999,Nazmul Huda Mithu,Azad Pictures,"Iliyas Kanchan, Mousumi, Khalil",Bengali,https://imdb.com/title/tt27518776,
https://oldnothi.bfa.gov.bd/film-details/1385,Jor,16 July 1999,Motaleb Hossain,Marina Movies,"Jasim, Shakil Khan, Popy, Mau",Bengali,,https://www.themoviedb.org/movie/322780
https://oldnothi.bfa.gov.bd/film-details/1386,okai Rongbaj,23 July 1999,Nadeem Mahmood,Tina Moonmoon Kathachitra,"TManna, Shahnaz, Shahin Alam, Sonia",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1387,Lonka Kando,23 July 1999,Sheikh Jamal,A. A Production,"Moonmoon, Jewel, Dildar",Bengali,https://imdb.com/title/tt34857755,
https://oldnothi.bfa.gov.bd/film-details/1390,Shotru Dhongsho,20 August 1999,Ispahani Arif Jahan,B.N Productions,"Iliyas Kanchan, Shakil Khan, Bhagyashree, Nutan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1388,Jobor Dokhol,30 July 1999,Kazi Hayat,PH Film,"Iliyas Kanchan, Moonmoon, Amit Hasan, Mayuri",Bengali,https://imdb.com/title/tt28630453,
https://oldnothi.bfa.gov.bd/film-details/1392,Mohan Malar Bonobas,20 August 1999,AKM Firoz,A.K Films,"Anwar Sharif, Kumkum, Sandha, Mithu,",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1389,Raja,13 August 1999,Malek Afsari,Monowara Films,"Manna, Moonmoon, Shahin Alam, Mau",Bengali,,https://www.themoviedb.org/movie/267779
https://oldnothi.bfa.gov.bd/film-details/1391,Sokter Vokto,20 August 1999,Nur Hossain Bolai,Embrace Movies,"Manna, Shilpi",Bengali,https://imdb.com/title/tt0814083,
https://oldnothi.bfa.gov.bd/film-details/1393,Lal Badsha,27 August 1999,Malek Afsari,Kritanjali Movies,"Manna, Popy, Mahnaz, Mizu Ahmed",Bengali,https://imdb.com/title/tt32937219,
https://oldnothi.bfa.gov.bd/film-details/1396,Bisho Harami,03 September 1999,Mridul Ahmed Dishari,Dishari Films,"Imran, Bapparaj, Kabita, Humayun Faridi",Bengali,https://imdb.com/title/tt0112349,
https://oldnothi.bfa.gov.bd/film-details/1394,Kadam Ali Mastan,27 August 1999,Enayet Karim,Rajini Film International,"Dipzol, Alekjandar Bo, Eka, Shahin Alam",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1395,Bilat Ferot Meye,03 September 1999,Rana Hamid,Rana movie,"Mitali Chakraborty, Shakil Khan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1398,Kajer Meye,10 September 1999,Azadi Hasnat Firoz,Leena Films,"Shabnur, Riaz, Aliraj, Don",Bengali,https://imdb.com/title/tt2395874,
https://oldnothi.bfa.gov.bd/film-details/1397,Lathi,10 September 1999,Montazur Rahman Akbar,Masoma movies,"Manna, Shahnaz, Mizu Ahmed, Antora",Bengali,https://imdb.com/title/tt2640626,
https://oldnothi.bfa.gov.bd/film-details/1399,Miss Diana,17 September 1999,Badal Khandaker,S.F Productions,"Mousumi, Ferdous Ahmed, Purnima",Bengali,https://imdb.com/title/tt7740574,
https://oldnothi.bfa.gov.bd/film-details/1400,Durdanto Dapot,17 September 1999,Abid Hasan Badal,Modern Film International,"Rubel, Shahnaz, Bapparaj, Kajal",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1401,Moner Milon,24 September 1999,Shah Alam Kiran,Chitradut Pvt. Ltd.,"Iliyas Kanchan, Popy",Bengali,https://imdb.com/title/tt2099672,
https://oldnothi.bfa.gov.bd/film-details/1402,Noyoner Noyon,24 September 1999,Kazi Morshed,Venus Film,"Riaz, Shabjan",Bengali,https://imdb.com/title/tt5808898,
https://oldnothi.bfa.gov.bd/film-details/1403,Voyongkor Bishu,01 October 1999,Montazur Rahman Akbar,Ami Bonnie Kotha picture,"Shabnur, Riaz, Sohel Rana, Dipzal",Bengali,https://imdb.com/title/tt2559178,
https://oldnothi.bfa.gov.bd/film-details/1404,Danda mere Thanda,01 October 1999,Azizur Rahman Buli,A.R.B Production,"Moonmoon, Amin Khan",Bengali,https://imdb.com/title/tt5857968,
https://oldnothi.bfa.gov.bd/film-details/1406,Shontan Jokon Shutro,08 October 1999,Abdur Razzak,Rajalakshmi Production,"Razzak, Bapparaj, Ferdous, Purnima",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1407,Moron Kamur,15 October 1999,Malek Afsari,Panna Movies,"Manna, Moonmoon, Amit Khan, Mayuri, Reena Khan",,https://imdb.com/title/tt32928283,
https://oldnothi.bfa.gov.bd/film-details/1405,Chokranter Shikar,08 October 1999,MA Malek,Masum Babul Production,"Manna, Diti, Moonmoon, Masud Hasan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1408,Love in Thailand,15 October 1999,Mohammad Hossain,Sony Kathachitra,"Mousumi, Amin Khan, Rituparna Sungupta, Shakil Khan",Bengali,https://imdb.com/title/tt0219894,
https://oldnothi.bfa.gov.bd/film-details/1410,Sabuj Kot Kalo Chosma,22 October 1999,Akhter Suchanda of Kohinoor,Suchanda movie,"Aruna Bishwas, Tapu, Dodul, Priyanka",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1409,Shiva Gunda,22 October 1999,Aziz Ahmed Babul,Dilshad Kathachitra,"Iliyas Kanchan, Moonmoon, Mau,",Bengali,https://imdb.com/title/tt15428330,
https://oldnothi.bfa.gov.bd/film-details/1413,Goriber Ahongkar,29 October 1999,Babul Reza,B.H Production,"Antora, Mehedi, Ahmed Sharif",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1412,Dhor,29 October 1999,Kazi Hayat,Sonamoni Films,"Manna, Aka, Babita, Dipzol",Bengali,,https://www.themoviedb.org/movie/693114
https://oldnothi.bfa.gov.bd/film-details/1411,Dujon Dujonar,29 October 1999,Abu Saeed Khan,S.M Film International,"Popy, Shakib Khan, Mayuri, Mehedi",Bengali,https://imdb.com/title/tt12425714,
https://oldnothi.bfa.gov.bd/film-details/1414,Mastaner Dapot,05 November 1999,Gazi Jahangir,The Color Production,"Rubel, Popy, Shakil Khan, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1418,Tuke Balobastei Hobe,21 March 2014,Razu Choqdhury,Seba Chalachitra,"Jayed Khan, Sahara, Rina Khan, Shiba Shanu",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1415,My name is Khan,09 August 2013,Bodiul Alam Khokon,New Star Film Corporation,"‍Shakib Khan, Apu Biswash Misha Saudagor, Probir Mitra",Bengali,https://imdb.com/title/tt3112992,https://www.themoviedb.org/movie/1032123
https://oldnothi.bfa.gov.bd/film-details/1420,Agni,14 February 2014,Iftekhar Chowdhury,Jug Multimedia,"Mahia Mahi, Arefin Shuvo, Aliraj, Misha Saudagor",Bengali,,https://www.themoviedb.org/movie/340594
https://oldnothi.bfa.gov.bd/film-details/1417,Ontordan,22 February 2013,Sayed Ohiduzzaman Diamond,Poth Media House,"Ferdous, Nipun, Rekha",Bengali,https://imdb.com/title/tt27954448,
https://oldnothi.bfa.gov.bd/film-details/1416,Dhaka to Mumbe,13 September 2013,Uttom Akash,Godhuli Films,"Shakib Khan, Sahara, Kabila",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1419,Tumar kache Rini,07 February 2014,Shahadat Hossain Liton,D S Film International,"Bobita, Saimon Sadik, Toma Mirza, Shahid Khan, Shahruk Khan, Rehana Joli, Shova, Probir Mitra",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1421,Ki Prem Dekhaila,26 August 2013,Md. Songram,Sami Chalachitra,"Bappi, Aachol, Bobita, Notun",Bengali,https://imdb.com/title/tt34251672,
https://oldnothi.bfa.gov.bd/film-details/1423,Khub,28 October 2013,,Siam Chalachitra,,Bengali,https://imdb.com/title/tt0244585,
https://oldnothi.bfa.gov.bd/film-details/1422,Khela,29 August 2013,,B K Films,,Bengali,https://imdb.com/title/tt1368102,
https://oldnothi.bfa.gov.bd/film-details/1424,Nishpap Munna,31 May 2013,Bodiul Alam Khokon,Meena Films,"Shakib Khan, Shahara, Misha Saudagor",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1425,Full anf Final,23 May 2013,Malek Afsari,Hardbit Production,"Shakib Khan, Bobi, Misha Saudagor",Bengali,https://imdb.com/title/tt4658706,
https://oldnothi.bfa.gov.bd/film-details/1427,Purno Dhoirga Prem Kahini,23 September 2013,Safi Uddin Safi,Friends Movies International,"Shakib Khan, Joya Ahsan, Arefin Shovo",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1426,Nisharto Valobasha,09 August 2013,M A Ananto Jolil,MoonMoon Films,"Ananto Jolil, Borsha, Misha Soudagar",Bengali,https://imdb.com/title/tt3073256,
https://oldnothi.bfa.gov.bd/film-details/1430,Dag Ai Buker Vitor,24 January 2014,Bazlur Rashed Chowhdury,Movie Circle,"Magpina, Kazi Hayat",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1428,Premik Number One,02 October 2013,Rakibul Alam Rakib,Sadia Sohan Kothachitra,"Shakib Khan, Apu Biswash, Nipun",Bengali,https://imdb.com/title/tt34468064,
https://oldnothi.bfa.gov.bd/film-details/1429,Dabang,21 February 2014,Azad Khan,Nadim Films,"Liton, Jayed Khan, Bindia",Bengali,https://imdb.com/title/tt1843866,
https://oldnothi.bfa.gov.bd/film-details/1431,Ki Darun Dekhte,31 January 2014,Wazed Ali Sumon,S M S Films,"Bappi, Mahi, Misha Saudagar",Bengali,https://imdb.com/title/tt34363044,
https://oldnothi.bfa.gov.bd/film-details/1434,,,,,,,,
https://oldnothi.bfa.gov.bd/film-details/1432,Moner Moddhe Lekha,31 January 2014,Mahbub Hossain Murad,Merina Movies,"Sompa, Sagor, Amit Hasan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1433,Luve Pap Pape Mrittu,14 February 2014,Sohanur Rahman Sohan,Rajdhani Kothachitra,"Amin Khan, Riaj, Purnima",Bengali,https://imdb.com/title/tt20913764,
https://oldnothi.bfa.gov.bd/film-details/1438,Rajotto,03 July 2014,Iftekhar Chowdhury,Fatman Films,"Shakib Khan, Yeamin Hoque Bobi, Probir Mitra",Bengali,https://imdb.com/title/tt3179004,https://www.themoviedb.org/movie/1033475
https://oldnothi.bfa.gov.bd/film-details/1443,Dobir Saheber Songsar,04 April 2017,Jakir Hossain Raju,Seven Star Films,"Mahi, Bappi, Aliraz",Bengali,https://imdb.com/title/tt34364124,
