url,title,release_date,director,producer,starring,language,imdb_link,tmdb_link
https://oldnothi.bfa.gov.bd/film-details/772,5 Takar Prem,08 January 2010,Wazed Ali Sumon,Jononi Kathachitra,"Maruf, Emon, Sahara, Razzak, Dithi",Bengali,https://imdb.com/title/tt20754144,
https://oldnothi.bfa.gov.bd/film-details/771,Khuner Badla,20 August 1993,Kamruzzaman,Bondan Banichitra,"Diti, Sabiha, Mary, Sohel Chowdhury, Amit Hasan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/773,Jago,15 January 2010,Khizir Hayatkhan,Inter Speed Pro,"Ferdous Ahmed, Bindu, Shubh, Raunak",Bengali,https://imdb.com/title/tt31898713,
https://oldnothi.bfa.gov.bd/film-details/774,Shesh Upohar,20 August 1993,Dilip Som,Shopna Film,"Iliyas Kanchan, Diti",Bengali,https://imdb.com/title/tt13810480,
https://oldnothi.bfa.gov.bd/film-details/775,Bajao Biyer Bajna,15 January 2010,Mohammad Hossain Jamie,Surya Movie,"Riaz, Apu Bishwas",Bengali,https://imdb.com/title/tt2146898,
https://oldnothi.bfa.gov.bd/film-details/776,Jyoti,03 September 1993,Monwar Hossain,Marina Movies,"Amit Hasan, Shahnaz",Bengali,https://imdb.com/title/tt0157873,
https://oldnothi.bfa.gov.bd/film-details/777,Arun Shanti,15 January 2010,Anowar Siraj,Nobin Movie,"Shahed Khan, Mitali, Wasim",Bengali,https://imdb.com/title/tt1058757,
https://oldnothi.bfa.gov.bd/film-details/778,Mr. Maula,03 September 1993,Abdul Latif Bachchu,Majnu Movies,"Razzak, nuton",Bengali,https://imdb.com/title/tt4139928,
https://oldnothi.bfa.gov.bd/film-details/779,Golapi Akon Bilate,29 January 2010,Amjad Hossain,Channel Touch Pro,"Mithun Chakrabati, Mousumi, Shabnur, Ferdous Ahmed",Bengali,https://imdb.com/title/tt0466553,
https://oldnothi.bfa.gov.bd/film-details/780,Nach Nagina Nach,03 September 1993,Delwar Jahan Jhantu,Akhi Films,"Jasim, Rani, Sabiha, Danny Sidak",Bengali,https://imdb.com/title/tt12747660,
https://oldnothi.bfa.gov.bd/film-details/783,Jibon Moroner Shati,05 February 2010,Shahadat Hossain Liton,Prachi Kathachitra,"Shakib Khan, Apu Bishwas, Alamgir, Dithi",Bengali,https://imdb.com/title/tt5615654,
https://oldnothi.bfa.gov.bd/film-details/781,Daria Parer Doulati,29 January 2010,Abdullah Al Mamun,Multi Media Company Ltd.,"Manna, Popy",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/786,Obujh Duti Mon,01 October 1993,Mohammad Hossain,Sony Kathachitra,"Chandni, Amin Khan",Bengali,https://imdb.com/title/tt29366991,
https://oldnothi.bfa.gov.bd/film-details/784,Mousumi,24 September 1993,Nazmul Huda Mintu,Three R Productions,"Mousumi, Nadeem, Haider, Amit Hasan",Bengali,https://imdb.com/title/tt21230432,
https://oldnothi.bfa.gov.bd/film-details/782,Zid,17 September 1993,Azizur Rahman,Mother Soma movie,"Shabnaz, Nayeem",Bengali,https://imdb.com/title/tt15414414,
https://oldnothi.bfa.gov.bd/film-details/785,Preme Porechi,12 February 2010,Shahadat Hossain Liton,Tushar Kathachitra,"Shakib Khan, Apu Bishwas, Rumana",Bengali,https://imdb.com/title/tt6793386,
https://oldnothi.bfa.gov.bd/film-details/787,Oshanto Mon,26 February 2010,Kazi Hayat,Sneha Movie,"Kazi Maruf, Sahara",Bengali,https://imdb.com/title/tt0120382,
https://oldnothi.bfa.gov.bd/film-details/788,Jomidar,12 March 2010,Shahin Sumon,Amibani Kathachitra,"Riaz, Purnima, Rubel, Shimla, Dipzol",Bengali,https://imdb.com/title/tt1671616,
https://oldnothi.bfa.gov.bd/film-details/791,Sei Tufan,19 March 2010,Hafiz Uddin,Sondany Kathachitra,"Iliyas Kanchan, Popy, Misha Sawdagor, Keya",Bengali,https://imdb.com/title/tt27126655,
https://oldnothi.bfa.gov.bd/film-details/789,Pagol Mon,01 October 1993,Tozammel Haque Bakul,Baul Movies,"Antara, Mehedi",Bengali,https://imdb.com/title/tt27503747,
https://oldnothi.bfa.gov.bd/film-details/790,Amar Shopno,19 March 2010,Kazi Hayat,Chitra Films,"Maruf, Purnima, Bappa, Sahara",Bengali,https://imdb.com/title/tt6684410,
https://oldnothi.bfa.gov.bd/film-details/792,Gohine Shobdo,26 March 2010,Khaled Mahmud Mithu,Impress TeleFilm Ltd.,"Kusum Sikder, Emon, Ariful Haque, Masum Aziz",Bengali,https://imdb.com/title/tt1728125,
https://oldnothi.bfa.gov.bd/film-details/793,Amar Buker Moddhekhane,02 April 2010,Shafi Iqbal,Raj Movies,"Shakib Khan, Apu Bishwas, Resi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/794,Ma Amar Jaan,09 April 2010,Ahmed Nasir,Ayan Film,"Maruf, Purnima, Doly Zohur, Kazi Hayat",Bengali,https://imdb.com/title/tt32522343,
https://oldnothi.bfa.gov.bd/film-details/796,Janam Janamer Prem,24 April 2010,Shahin Sumon,S.P Pro,"Shakib Khan, Apu Bishwas, Misha Shawdager",Bengali,https://imdb.com/title/tt7166224,
https://oldnothi.bfa.gov.bd/film-details/795,Khoj The Search,16 April 2010,Iftekhar Chowdhury,SanMoonFilms,"Ananta, Barsha, Sohel Rana, Bobby, Javed",Bengali,https://imdb.com/title/tt2494790,https://www.themoviedb.org/movie/467567
https://oldnothi.bfa.gov.bd/film-details/797,Mohashotru,08 October 1993,Rana Nasser,Sam Pictures,"Rubel, Anju Ghosh, Zafar Iqbal, Poetry",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/798,Tumi Amar Moner Manush,30 April 2010,Azadi Hasnat Firoz,Moders Film International,"Shakib Khan, Apu Bishwas, Misha Shawdager, Ujjal",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/799,Mayer Chokh,07 May 2010,Montazur Rahman Akbar,Amibani Kathachitra,"Amin Khan, Purnima, Anowara, Dipzal",Bengali,https://imdb.com/title/tt2606316,
https://oldnothi.bfa.gov.bd/film-details/800,Chandni Raate,15 October 1993,Ehtesham,M. B. Films Ltd.,"Shabnur, Sabbir, Ratin, Kajol",Bengali,https://imdb.com/title/tt5928316,
https://oldnothi.bfa.gov.bd/film-details/801,Jalimer Dushman,15 October 1993,Delwar Jahan Jhantu,Chitradut Pvt. Ltd.,"Jasim, Nuton, Babita, Danny Sitab",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/802,Bhalobaslei Ghor Bandha Jay Na,14 May 2010,Zakir Hossain Raju,Mastex Pro,"Shakib Khan, Apu Bishwas, Rumana",Bengali,https://imdb.com/title/tt1966368,https://www.themoviedb.org/movie/912646
https://oldnothi.bfa.gov.bd/film-details/803,Tumi Chara Bachi Na,21 May 2010,Mostafizur Rahman Babu,Goodluck Movies,"Amin Khan, Sanai, Kabila, Humyun Faridi",Bengali,https://imdb.com/title/tt5622766,
https://oldnothi.bfa.gov.bd/film-details/804,Heeran Pasha,22 October 1993,Abu Khair Bulbul,777 Film Productions,"Sohel Rana, Rozina",Bengali,https://imdb.com/title/tt8632842,
https://oldnothi.bfa.gov.bd/film-details/806,Noya Laila Noya Majnu,29 October 1993,Hossain Anowar,Zakir Films,"Iliyas Kanchan, Champa",,,
https://oldnothi.bfa.gov.bd/film-details/807,Akhey Hamala,05 November 1993,Nadeem Mahmood,Uttam Kathachitra,"Omar Sunny, Nishi, Prabir Mitra",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/805,Amar Maa Amar Ohongkar,28 May 2010,Raju Chowdhury,Winner Films,"Maruf, Purnima, Misha Sawdagor, Kabila, Dolly Zahur",Bengali,https://imdb.com/title/tt1572311,
https://oldnothi.bfa.gov.bd/film-details/808,Swarthapar,12 November 1993,Subhash Som,Kibria Films,"Iliyas Kanchan, Diti",Bengali,https://imdb.com/title/tt36106870,
https://oldnothi.bfa.gov.bd/film-details/810,Premgeet,19 November 1993,Delwar Jahan Jhantu,S.D Productions,"Omar Sunny, Bapparaj, Lima",Bengali,https://imdb.com/title/tt6532862,
https://oldnothi.bfa.gov.bd/film-details/809,Chorm Pratisodh,12 November 1993,Sujaur Rahman,A. J. Film,"Faruk, Rozina",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/812,Anutopto,26 November 1993,Shibli Sadeeq,Asha Productions,"Shabnaz, Nayeem",Bengali,https://imdb.com/title/tt9699784,
https://oldnothi.bfa.gov.bd/film-details/811,Chadabaj,26 November 1993,Kazi Hayat,Hasanabad Kathachitra,"Sohel Chowdhury, Shahnaz, Rajib",Bengali,https://imdb.com/title/tt28019852,
https://oldnothi.bfa.gov.bd/film-details/814,Dola,03 December 1993,Dilip Shom,Origami Fims,"Mousumi, Omar Sunny",Bengali,https://imdb.com/title/tt5483670,https://www.themoviedb.org/movie/55448
https://oldnothi.bfa.gov.bd/film-details/815,Prem Priti,10 December 1993,Dilip Som,Suchonda Movie,"Topu, Priyanka, Humayun Faridi",Bengali,https://imdb.com/title/tt7148068,
https://oldnothi.bfa.gov.bd/film-details/816,Banglar King,28 May 2010,Iftekhar Jahan,Everest Films,"Shamim Shah, Moonmoon, Danny Sidak",Bengali,https://imdb.com/title/tt12798342,https://www.themoviedb.org/movie/636183
https://oldnothi.bfa.gov.bd/film-details/813,Bhoyongkor Shat Din,03 December 1993,Nur Hossain Bolai,Flamingo Movies International,"Iliyas Kanchan, Diti, Sonia",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/817,Ghomta,10 December 1993,Gazi Matiur Rahman,Kasem Film,"Doel, Subrata",Bengali,https://imdb.com/title/tt11379026,
https://oldnothi.bfa.gov.bd/film-details/818,Takar Ahankar,10 December 1993,Hafizuddin,Ananda Movies,"Shabnaz, Nayeem",Bengali,https://imdb.com/title/tt21935972,
https://oldnothi.bfa.gov.bd/film-details/819,Atongkito Shotru,24 December 1993,M  Belal,Moshal Centur,"Champa, Mahbub Khan, Nasir Khan",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/821,Jonom Dukhi,31 December 1993,Abdullah-Al-Mamun,L. Q.S. Productions,"Razzak, Babita, Bapparaj",Bengali,https://imdb.com/title/tt16752098,
https://oldnothi.bfa.gov.bd/film-details/820,Aashiq Priya,31 December 1993,Aokat Hossain,Lina  Movies and Pickup Films,"Jasim, Sizar",Bengali,https://imdb.com/title/tt12758530,
https://oldnothi.bfa.gov.bd/film-details/822,Karate Master,31 December 1993,Azharul Islam Khan,Apurbo Kathachitra,"Ranjita, Sohana, Jahangir Alam, Imran",Bengali,https://imdb.com/title/tt6015408,
https://oldnothi.bfa.gov.bd/film-details/823,Mohaganjam,07 January 1994,Abu Hossain Khokon,A. S Movies,"Iliyas Kanchan, Babita, Mahmud Kali, Aruna Bishwas",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/824,Jhor Tufan,07 January 1994,Nurul Haque Bachchu,S S Productions,"Shabana, Nadim, Babor, Sharif",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/826,Biser Bashi,14 January 1994,Shafiul Azam,Rumi Films,"Shabnaz, Naim, Humayun Faridi",Bengali,https://imdb.com/title/tt14615074,
https://oldnothi.bfa.gov.bd/film-details/825,Sipahi,14 January 1994,Kazi Hayat,Mousumi Kothachirto,"Iliyas Kanchan, Champa, Manna, Kobita",Bengali,,https://www.themoviedb.org/movie/693952
https://oldnothi.bfa.gov.bd/film-details/827,Chad Kumari Chashar Chele,21 January 1994,Motin Rahman,Basori Kothachirto,"Iliyas Kanchan, Jinnat",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/828,Prem Pratisodh,21 January 1994,Nur Mohammad Moni,Nandita Films,"Omar Sunny, Shahin Alam, Aruna Bishwas, Sonia",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/829,Bondhu Beiman,14 February 1994,Swapan Chowdhury,Mahua Movies,"Rubel, Mishela, Aruna Bishwas",Bengali,https://imdb.com/title/tt13428368,
https://oldnothi.bfa.gov.bd/film-details/831,Kalia,14 February 1994,Dewan Nazrul Islam,Jambs Movies,"Jasim, Shabana, Diti, Sohel Chowdhury",Bengali,https://imdb.com/title/tt1407144,
https://oldnothi.bfa.gov.bd/film-details/832,Disco Dancer,14 February 1994,Montazur Rahman Akbar,Alamgir Pictures,"Champa, Manna",Bengali,https://imdb.com/title/tt2633750,
https://oldnothi.bfa.gov.bd/film-details/833,Shakti Porikha,14 February 1994,Uijjol,Ujjol Films,"Ujjol, Nuton",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/834,Ghorer Shotru,01 April 1994,Masud Parvez,Parvez Film,"Shabana, Sohel Rana, Rubel, Lima & Faridi",Bengali,https://imdb.com/title/tt5847128,
https://oldnothi.bfa.gov.bd/film-details/835,Ainer Haat,01 April 1994,Mujibur Rahman,Zenithe Films,"Babita, Asad, Bapparaj, Shahnaz",Bengali,https://imdb.com/title/tt0109989,
https://oldnothi.bfa.gov.bd/film-details/836,Ajker Soytan,08 April 1994,Azizur Rahman Buli,Friends Films,"Iliyas Kanchan, Champa, Aliraj, Rani",Bengali,https://imdb.com/title/tt15440464,
https://oldnothi.bfa.gov.bd/film-details/838,Dukani Badhu Soytan Jadukor,15 April 1994,Saidur Rahman Mukul,Kamrul Films,"Iliyas Kanchan, Anju Ghosh",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/837,Matir Dugro,08 April 1994,Dewan Nazrul Islam,Dino Films,"Nuton, Wasim, Diti, Sohel Chowdhury",Bengali,https://imdb.com/title/tt0095016,
https://oldnothi.bfa.gov.bd/film-details/839,Janer Dushman,15 April 1994,Jibon Rahman,Sajoni Film International,"Omar Sanny, Nishi",Bengali,https://imdb.com/title/tt1641841,
https://oldnothi.bfa.gov.bd/film-details/840,Aatto Ohonkar,22 April 1994,Raihan Mujib,Rainbow Movie,"Omar Sunny, Mousumi, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/841,Duinear Badsha,22 April 1994,Badal Rahman,S. P. Movies,"Shahnaz, Amin Khan, Shabnur, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/842,Atangko,29 April 1994,M.M Sharker,A.J. M Movies,"Iliyas Kanchan, Champa, Humayun Faridi",Bengali,https://imdb.com/title/tt5159032,
https://oldnothi.bfa.gov.bd/film-details/846,Tumi Amar,22 May 1994,Zahirul Haque,Adrita Movie,"Salman Shah, Shabnur",Bengali,https://imdb.com/title/tt5100216,https://www.themoviedb.org/movie/863518
https://oldnothi.bfa.gov.bd/film-details/844,Mritudondo,06 May 1994,A. J. Rana,Shabnam Productions,"Rubel, poetry, Meghla",Bengali,https://imdb.com/title/tt6754634,
https://oldnothi.bfa.gov.bd/film-details/843,Aashiq,29 April 1994,Hafizuddin,Farhana Film Distribution,"Amit Hasan, Humayun Faridi",Bengali,https://imdb.com/title/tt15464150,
https://oldnothi.bfa.gov.bd/film-details/848,Notija,22 May 1994,Mumtaz Ali,Mumtaz Ali Productions,"Champa, Omar Sanny, Mehedi, Josna",Bengali,https://imdb.com/title/tt0810788,
https://oldnothi.bfa.gov.bd/film-details/847,Hottya,22 May 1994,S. Alam Saki,Munna movie,"Iliyas Kanchan, Diti",Bengali,https://imdb.com/title/tt0337741,
https://oldnothi.bfa.gov.bd/film-details/845,Shonkhonil Karagar,22 May 1994,Mostafizur Rahman,DFP and BTV,"Champa, Zafor Iqbal, Suborna Mustafa, Nur",Bengali,https://imdb.com/title/tt5240178,
https://oldnothi.bfa.gov.bd/film-details/849,Durshahos,22 May 1994,Shahidul Islam Khokon,S.S. Productions,"Shabana, Sohel Rana, Rubel, Lima, Aruna Bishwas",Bengali,https://imdb.com/title/tt8176446,
https://oldnothi.bfa.gov.bd/film-details/850,Balika Holo Bodhu,22 May 1994,Tozammel Haque Bakul,Baul Movies,"Antora, Mehedi",Bengali,https://imdb.com/title/tt33044359,
https://oldnothi.bfa.gov.bd/film-details/851,Annay Attyachar,03 June 1994,Rana Nasser,F.F. Productions,"Rubel, Lima, Aruna Bishwas, Aliraj",Bengali,https://imdb.com/title/tt6964244,
https://oldnothi.bfa.gov.bd/film-details/853,Zulumer Bodla,24 June 1994,Abdul Jabbar,F. Sultan Productions,"Sucharita, Wasim",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/852,Antore Antore,10 June 1994,Shibli Sadiq,Asha Productions,"Salman Shah, seasonal",Bengali,https://imdb.com/title/tt0169455,
https://oldnothi.bfa.gov.bd/film-details/854,Sohrab Rustom,01 July 1994,Mumtaz Ali,F.T. Predictions,"Iliyas Kanchan, Banasree, Rajib",Bengali,https://imdb.com/title/tt0133188,
https://oldnothi.bfa.gov.bd/film-details/856,Jibon Diye Bhalobashi,08 July 1994,Shah Alam Kiran,R. H. Movies,"Rani, Manna, Rajib, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/855,Shotiner Sangsar,01 July 1994,Zahirul Haque,Masood Kathachitra Ltd,"Razzak, Rozina, Aliraz, Diti, Aruna Bishwas",Bengali,https://imdb.com/title/tt34748072,
https://oldnothi.bfa.gov.bd/film-details/857,Nag Panchami,08 July 1994,S.A. Jabbar,Film fare Productions,"Sucharita, Wasim",Bengali,https://imdb.com/title/tt0242714,
https://oldnothi.bfa.gov.bd/film-details/858,Dakat,22 July 1994,Delwar Jahan Jhantu,Sam Pictures,"Babita, Jasim, Nuton",Bengali,https://imdb.com/title/tt15891690,
https://oldnothi.bfa.gov.bd/film-details/859,Truck Driver,22 July 1994,Ziauddin Masud,Marshal Movies,"Rubel, Dishera, Imran, Saima",Bengali,,https://www.themoviedb.org/movie/1221697
https://oldnothi.bfa.gov.bd/film-details/860,Bhalobese Morte Pari,04 June 2010,Badiul Alam Khokon,S.M Film International,"Shakib Khan, Sahara",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/861,Shoth Manush,02 July 1994,Wakil Ahmed,Somni Films,"Iliyas Kanchan, Diti",Bengali,https://imdb.com/title/tt13825494,
https://oldnothi.bfa.gov.bd/film-details/862,Jekhane Tumi Sekhane Ami,11 June 2010,Shawkot Jamil,Sondany Kathachitra,"Alamgir, Iliyas Kanchan, Shabnur",Bengali,https://imdb.com/title/tt14419028,
https://oldnothi.bfa.gov.bd/film-details/863,Ajker Protibad,29 July 1994,Chashi Nazrul Islam,Uttaran film,"Dodul, Laguk, Rajib, Sabiha",Bengali,https://imdb.com/title/tt27677927,
https://oldnothi.bfa.gov.bd/film-details/864,Chehara,18 June 2010,Shahidul Islam Khokon,J.K Movies,"Shakib Khan, Resi, A T M Shamsuzzaman",Bengali,https://imdb.com/title/tt4098976,
https://oldnothi.bfa.gov.bd/film-details/865,Rajagunda,05 August 1994,Raihan Mujib,A.S. Productions,"Jasim, Diti, Kabita, Sohel Chowdhury",Bengali,https://imdb.com/title/tt33030379,
https://oldnothi.bfa.gov.bd/film-details/866,Ek Poloke,05 August 1994,Nazrul Islam,Free and predictions,"Sabrina, Shahin Alam",Bengali,https://imdb.com/title/tt14232192,
https://oldnothi.bfa.gov.bd/film-details/867,Premik Purush,02 July 2010,Rakibul Alam Rakib,Sadia Ahan Kathachitra,"Shakib Khan, Apu Bishwas, Romana",Bengali,https://imdb.com/title/tt6065946,
https://oldnothi.bfa.gov.bd/film-details/868,Rongin Sujan Sathi,12 August 1994,Shah Alam Kiran,Fair Film,"Salman Shah, Shabnur",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/872,Rikshawalar Chele,19 September 2010,Montazur Rahman Akbor,Amibani Kathachitra,"Dipzol, Resi, Razzak, Dithi",Bengali,https://imdb.com/title/tt2582744,https://www.themoviedb.org/movie/1032357
https://oldnothi.bfa.gov.bd/film-details/869,Amar Shopno Amar Shongshar,02 July 2010,F I Manik,Amibani Kathachitra,"Dipzol, Resi, Amin Khan, Purnima",Bengali,https://imdb.com/title/tt6684410,
https://oldnothi.bfa.gov.bd/film-details/870,Mayer Jonno Morte Pari,02 July 2010,Ahmed Nasir,Titus Kathachitra,"Maruf, Sahara, Emon, Resi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/873,Desh Premik,19 August 1994,Kazi Hayat,Hasnabad film,"Alamgir, Champa, Manna",Bengali,https://imdb.com/title/tt5584038,
https://oldnothi.bfa.gov.bd/film-details/875,Number One Shakib Khan,11 September 2010,Badiul Alam Khokon,Grameen Movies,"Shakib Khan, Apu Bishwas, Misha Shawdager",Bengali,https://imdb.com/title/tt1930423,https://www.themoviedb.org/movie/1032041
https://oldnothi.bfa.gov.bd/film-details/871,Gang leader,12 August 1994,Dilip Som,Rana movie,"Anju Ghosh, Diti, Rana Hamid",Bengali,https://imdb.com/title/tt9675464,
https://oldnothi.bfa.gov.bd/film-details/874,Moner Aagun,19 August 1994,Ahmed Kamal,Kusholi Kathachitra,"Diti, Sohel Chowdhury, Mahmud Kali",,https://imdb.com/title/tt0214693,
https://oldnothi.bfa.gov.bd/film-details/876,Chachchu Amar Chachchu,11 September 2010,PA Kajal,Tagh Kathachitra,"Shakib Khan, Apu Bishwas, Rajzak, Dithi",Bengali,https://imdb.com/title/tt5802938,https://www.themoviedb.org/movie/1032348
https://oldnothi.bfa.gov.bd/film-details/879,Shami Amar Beheshto,01 October 2010,Mostafizur Rahman Babu,Nadis Nafim Films,"Amin Khan, Prince, Surbhi, Babita, Sucharitra",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/880,Top Hero,08 October 2010,Montazur Rahman Akbar,Star Plus,"Shakib Khan, Apu Bishwas, Misha Sawdagor",Bengali,https://imdb.com/title/tt2567768,
https://oldnothi.bfa.gov.bd/film-details/877,Nisshashe Amar Tumi,11 September 2010,Badiul Alam Khokon,Asha Production,"Shakib Khan, Apu Bishwas, Misha Shawdager",Bengali,https://imdb.com/title/tt3412034,
https://oldnothi.bfa.gov.bd/film-details/878,Boro loker Dosh Din Goriber Ek din,01 October 2010,Sheikh Nazrul Islam,K.S Films,"Maruf, Sahara, Nirob, Nipun, Misha Sawdagor",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/881,Mughal E Azam,15 October 2010,Mizanur Rahman Khan Dipu,Bishal Films,"Manna, Shabnur, Sohel Rana, Rana",Bengali,https://imdb.com/title/tt5882278,
https://oldnothi.bfa.gov.bd/film-details/883,Jungle Diper Tarzan,29 October 2010,Sujaur Rahman Shuja,Maloncho Kathachitra,"Rony, Poly, Mizu Ahmed, Shiba",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/882,Bolo Na Tumi Amar,22 October 2010,MB Manik,Apurbo Kathachitra,"Shakib Khan, Toma, Nirab, Mizu Ahmed",Bengali,https://imdb.com/title/tt1601453,https://www.themoviedb.org/movie/575558
https://oldnothi.bfa.gov.bd/film-details/884,Bostir Chele Kotipoti,17 November 2010,Swapan Chowdhury,Ogroduto Picture,"Maruf, Sahara, Shakib Khan",Bengali,https://imdb.com/title/tt33253040,
https://oldnothi.bfa.gov.bd/film-details/887,Prem Mane Na Badha,17 November 2010,Shafi Iqbal,Sopnonil Movies,"Shakib Khan, Apu Bishwas, Sohel Rana",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/885,Poran Jay Joliya Re,17 November 2010,Sohanur Rahman Sohan,Bondan Banichitra,"Shakib Khan, Purnima, Misha Sawdagar",Bengali,https://imdb.com/title/tt30702018,
https://oldnothi.bfa.gov.bd/film-details/886,Hay Prem Hay Valobasha,17 November 2010,Nazrul Islam Khan,Tanjir Film,"Shakib Khan, Apu Bishwas, Misha Sawdagar",Bengali,https://imdb.com/title/tt8078744,
https://oldnothi.bfa.gov.bd/film-details/888,Ek Joban,17 November 2010,F I Manik,Amibani Kathachitra,"Dipzol, Resi, Bijoy",Bengali,https://imdb.com/title/tt26754914,
https://oldnothi.bfa.gov.bd/film-details/889,Bap Boro Na Shoshur Boro,03 December 2010,Shahadat Hossain Liton,Dream Unlimited,"Razzak, Suchorita, Samrat, Resi, Nipun",Bengali,https://imdb.com/title/tt9110260,
https://oldnothi.bfa.gov.bd/film-details/890,Moner Manush,03 December 2010,Gautam Ghosh,Ashirbad Movies,"Paoli Dam, Prosenjite",Bengali,https://imdb.com/title/tt1815837,https://www.themoviedb.org/movie/54323
